1   0.0593335	0.0596578	0.0793192
2   0.0630487	0.0632640	0.0721090
3   0.0643988	0.0646777	0.0723990
4   0.0643047	0.0648841	0.0726135
5   0.0641302	0.0641651	0.0724079
6   0.0652153	0.0651278	0.0754766
