1	0.1416116	0.1418023	0.1420248
2	0.1420976	0.1425987	0.1423640
3	0.1423724	0.1417994	0.1424992
4	0.1423656	0.1421328	0.1416526
5	0.1412675	0.1422207	0.1422595
6	0.1419799	0.1422847	0.1423383
