10 	-0.13944234	-0.13945991	-0.02869165	0.27218400	-0.18500299
20 	-0.13923187	-0.13926507	-0.02863589	0.27200944	-0.18489898
30 	-0.13902477	-0.13907180	-0.02855289	0.27186586	-0.18483942
40 	-0.13882510	-0.13880005	-0.02852857	0.27169936	-0.18478931
50 	-0.13847592	-0.13873549	-0.02849372	0.27147687	-0.18460995
60 	-0.13835507	-0.13854198	-0.02837121	0.27139759	-0.18458485
70 	-0.13818948	-0.13826383	-0.02828912	0.27129249	-0.18461003
80 	-0.13797489	-0.13810863	-0.02815196	0.27120521	-0.18460897
90 	-0.13770194	-0.13793013	-0.02817701	0.27092477	-0.18436338
100 	-0.13746958	-0.13772927	-0.02807637	0.27074615	-0.18426633
110 	-0.13707701	-0.13772622	-0.02801428	0.27064295	-0.18424985
120 	-0.13687729	-0.13746095	-0.02791036	0.27050466	-0.18423333
130 	-0.13675769	-0.13697577	-0.02795921	0.27017757	-0.18402084
140 	-0.13637273	-0.13708901	-0.02780419	0.27009133	-0.18394104
150 	-0.13638792	-0.13655747	-0.02770549	0.26990562	-0.18388824
160 	-0.13608579	-0.13663509	-0.02768199	0.26983969	-0.18379447
170 	-0.13612525	-0.13596501	-0.02767981	0.26946515	-0.18352477
180 	-0.13589216	-0.13578532	-0.02758428	0.26944808	-0.18364318
190 	-0.13574727	-0.13547102	-0.02746745	0.26922840	-0.18349052
200 	-0.13541840	-0.13516821	-0.02732960	0.26912102	-0.18364213
210 	-0.13528201	-0.13503024	-0.02740334	0.26885845	-0.18325835
220 	-0.13509486	-0.13471594	-0.02737803	0.26868562	-0.18319760
230 	-0.13502445	-0.13420097	-0.02717753	0.26853371	-0.18324397
240 	-0.13469396	-0.13411438	-0.02705833	0.26836760	-0.18314519
250 	-0.13462576	-0.13372311	-0.02711845	0.26807975	-0.18284735
260 	-0.13442907	-0.13358577	-0.02695720	0.26803356	-0.18285424
270 	-0.13408749	-0.13328399	-0.02689362	0.26778450	-0.18278287
280 	-0.13378133	-0.13306375	-0.02687866	0.26762898	-0.18273778
290 	-0.13357765	-0.13280163	-0.02670488	0.26745179	-0.18265259
300 	-0.13312411	-0.13278033	-0.02682459	0.26710165	-0.18226140
310 	-0.13268173	-0.13260354	-0.02685849	0.26687016	-0.18217714
320 	-0.13223843	-0.13261433	-0.02662597	0.26673163	-0.18212203
330 	-0.13182500	-0.13243176	-0.02647264	0.26656594	-0.18213052
340 	-0.13165030	-0.13205814	-0.02662297	0.26628170	-0.18187760
350 	-0.13155138	-0.13186757	-0.02650326	0.26620018	-0.18177855
360 	-0.13135271	-0.13147882	-0.02613753	0.26613818	-0.18195909
370 	-0.13103200	-0.13148945	-0.02620601	0.26589179	-0.18161458
380 	-0.13092279	-0.13097194	-0.02628773	0.26555469	-0.18132795
390 	-0.13038610	-0.13100842	-0.02628515	0.26538010	-0.18122819
400 	-0.13046045	-0.13036126	-0.02616521	0.26509214	-0.18103226
410 	-0.12989999	-0.13023748	-0.02594890	0.26496193	-0.18114380
420 	-0.12946943	-0.12998485	-0.02593069	0.26470884	-0.18100353
430 	-0.12942665	-0.12983635	-0.02568254	0.26470689	-0.18096133
440 	-0.12909058	-0.12943498	-0.02564602	0.26443508	-0.18088828
450 	-0.12890833	-0.12909047	-0.02552553	0.26406647	-0.18053897
460 	-0.12863331	-0.12891362	-0.02557284	0.26390426	-0.18035332
470 	-0.12804278	-0.12866728	-0.02552724	0.26368513	-0.18038040
480 	-0.12822792	-0.12804278	-0.02532997	0.26359725	-0.18034271
490 	-0.12756506	-0.12788185	-0.02539116	0.26314927	-0.18005185
500 	-0.12730059	-0.12767839	-0.02537096	0.26301337	-0.17993132
510 	-0.12698893	-0.12752356	-0.02517491	0.26269689	-0.17959422
520 	-0.12668575	-0.12686265	-0.02506607	0.26242543	-0.17962299
530 	-0.12672669	-0.12625138	-0.02533536	0.26210217	-0.17928639
540 	-0.12627804	-0.12638625	-0.02497389	0.26207807	-0.17926367
550 	-0.12626180	-0.12584783	-0.02484386	0.26193960	-0.17921248
560 	-0.12569443	-0.12564480	-0.02497417	0.26149390	-0.17883546
570 	-0.12525347	-0.12547825	-0.02508853	0.26122089	-0.17858765
580 	-0.12511738	-0.12517241	-0.02507115	0.26103942	-0.17838480
590 	-0.12468921	-0.12427405	-0.02495260	0.26043038	-0.17815435
600 	-0.12479079	-0.12384741	-0.02486215	0.26041803	-0.17808279
610 	-0.12375193	-0.12409329	-0.02470641	0.26019708	-0.17804806
620 	-0.12326765	-0.12402961	-0.02444064	0.26002295	-0.17792311
630 	-0.12338091	-0.12336394	-0.02448564	0.25985272	-0.17778021
640 	-0.12278933	-0.12298804	-0.02443255	0.25954007	-0.17766819
650 	-0.12269751	-0.12217638	-0.02470618	0.25903539	-0.17728175
660 	-0.12204783	-0.12250548	-0.02467738	0.25884943	-0.17693205
670 	-0.12180274	-0.12214548	-0.02460193	0.25859800	-0.17667806
680 	-0.12139646	-0.12132203	-0.02446519	0.25818020	-0.17665763
690 	-0.12133770	-0.12051159	-0.02457190	0.25779131	-0.17636514
700 	-0.12057161	-0.12082871	-0.02466749	0.25759075	-0.17611444
710 	-0.11997747	-0.12012499	-0.02487797	0.25696751	-0.17565821
720 	-0.12041074	-0.11942653	-0.02480628	0.25681540	-0.17534204
730 	-0.11973875	-0.11932031	-0.02476751	0.25648419	-0.17511821
740 	-0.11889965	-0.11896616	-0.02470572	0.25617715	-0.17509775
750 	-0.11847631	-0.11848711	-0.02452633	0.25597205	-0.17513808
760 	-0.11828082	-0.11811311	-0.02474669	0.25560697	-0.17466176
770 	-0.11766037	-0.11788804	-0.02468889	0.25526886	-0.17437814
780 	-0.11743789	-0.11743586	-0.02465657	0.25488118	-0.17392027
790 	-0.11660339	-0.11677675	-0.02468752	0.25436513	-0.17381250
800 	-0.11653272	-0.11684302	-0.02483578	0.25427151	-0.17337011
810 	-0.11663980	-0.11561360	-0.02480383	0.25381135	-0.17309326
820 	-0.11545940	-0.11548413	-0.02470383	0.25340275	-0.17298419
830 	-0.11580696	-0.11495714	-0.02469118	0.25323567	-0.17256440
840 	-0.11474058	-0.11454447	-0.02482448	0.25266360	-0.17227917
850 	-0.11371144	-0.11402687	-0.02511885	0.25199602	-0.17182984
860 	-0.11362805	-0.11368543	-0.02505361	0.25185309	-0.17152767
