2 	-0.025487898	
4 	-0.026945999	
6 	-0.027437427	
8 	-0.027712722	
10 	-0.027890276	
12 	-0.028021041	
14 	-0.028100037	
16 	-0.028171480	
18 	-0.028226439	
20 	-0.028274317	
22 	-0.028310724	
24 	-0.028347259	
26 	-0.028379639	
28 	-0.028402807	
30 	-0.028413945	
32 	-0.028434897	
34 	-0.028454550	
36 	-0.028462888	
38 	-0.028481278	
40 	-0.028490477	
42 	-0.028501916	
44 	-0.028512078	
46 	-0.028516477	
48 	-0.028526566	
