2 	0.00000949	0.00000393	-0.16381683	0.16385319	-0.00000345
4 	-0.00000936	0.00000426	-0.16399761	0.16403384	0.00000190
6 	0.00000220	-0.00000833	-0.16355513	0.16359182	-0.00000018
8 	0.00000020	0.00000740	-0.16314903	0.16318589	0.00000172
10 	-0.00000438	-0.00000737	-0.16282940	0.16286634	0.00000275
12 	-0.00000929	0.00000723	-0.16257689	0.16261386	0.00000013
14 	-0.00000231	0.00000070	-0.16236703	0.16240404	-0.00000099
16 	-0.00000150	-0.00000949	-0.16220191	0.16223891	-0.00000164
18 	-0.00000251	-0.00000670	-0.16206514	0.16210222	0.00000326
20 	-0.00000077	-0.00000736	0.16196852	0.16200561	-0.00000301
22 	0.00000327	-0.00000087	0.16187052	0.16190763	0.00000071
24 	0.00000001	-0.00000543	0.16178631	0.16182342	0.00000029
26 	0.00000094	-0.00000036	0.16184122	0.16187788	-0.00000144
28 	0.00000563	0.00000164	0.16165152	0.16168866	-0.00000178
30 	-0.00000202	0.00000143	0.16159292	0.16163008	0.00000005
32 	-0.00000211	-0.00000339	0.16154365	0.16158080	-0.00000073
34 	0.00000003	0.00000289	0.16149935	0.16153650	0.00000109
36 	0.00000025	0.00000463	0.16145697	0.16149410	0.00000005
38 	0.00000173	-0.00000196	0.16142169	0.16145884	0.00000097
40 	0.00000177	-0.00000030	0.16146972	0.16150659	0.00000269
42 	-0.00000169	-0.00000082	0.16135738	0.16139453	-0.00000135
44 	0.00000086	-0.00000069	0.16132806	0.16136519	0.00000084
46 	-0.00000184	-0.00000514	0.16137529	0.16141217	-0.00000008
48 	0.00000376	0.00000124	0.16127874	0.16131589	0.00000130
